name,Bahasa/External ID,teks
434,2,"Sebagaimana di alam jasmani, orang harus tunduk kepada hukum alam – dan ia tahu dari pengalamannya bahwa kepatuhan demikian itu berfaedah baginya – maka memang dapat diterima oleh akal bahwa dalam urusan rohani pun, saat ia telah dianugerahi sedikit banyak kebebasan, ia hendaknya patuh pula kepada hukum-hukum dan perintah-perintah Tuhan dan dengan demikian mendapat ridha Ilahi bagi kepentingan pribadinya sendiri."
435,2,"Kaum Yahudi menolak kedatangan para nabi bukan-Bani Israil, seperti nampak dari kata-kata, “janganlah kamu percaya kecuali kepada orang yang mengikuti agamamu” (QS.3: 74). Tuduhan itu ditudingkan kepada mereka bahwa sementara mereka menolak semua nabi kecuali nabi-nabi Bani Israil, Islam minta kepada para pengikutnya untuk beriman kepada semua nabi Allah, tanpa membedakan negeri atau bangsa atau masyarakat asal mereka atau zaman yang mereka hidup di dalamnya. Ini merupakan satu kelebihan Islam di atas semua agama lainnya."
4365A,2,"Kata-kata itu tidak berarti bahwa tidak ada perbedaan pangkat atau kedudukan antara berbagai nabi itu, karena pandangan itu bertentangan dengan QS.2: 254. Apa yang sesungguhnya dimaksudkan oleh kata-kata itu ialah mereka sebagai Utusan-utusan Ilahi tidak boleh dibeda-bedakan."
436,2,"Tentu saja suatu kaum yang mula-mula beriman kepada kebenaran seorang nabi dan menyatakan keimanan mereka kepada nabi itu secara terang-terangan dan menjadi saksi atas tanda-tanda Ilahi tetapi kemudian menolaknya karena takut kepada manusia atau karena pertimbangan duniawi lainnya, mereka kehilangan segala hak untuk mendapat lagi petunjuk kepada jalan yang lurus. Atau, ayat itu dapat pula mengisyaratkan kepada mereka yang beriman kepada para nabi terdahulu tetapi menolak Rasulullah Saw."
436A,2,Hanya semata-mata bertobat dan menyesal atas perbuatanperbuatan jahat yang dilakukan di masa yang sudah-sudah tidaklah cukup untuk mendapat ampunan Ilahi; satu janji yang sungguh-sungguh untuk menjauhi perilaku buruk dan satu tekad bulat untuk membenahi orang-orang lain pun diperlukan untuk maksud itu.
437,2,"Ayat ini tidak berarti bahwa tobat orang-orang murtad sama sekali tidak boleh diterima, karena kesimpulan demikian adalah bertentangan dengan QS.3: 90 yang menurut ayat itu tobat pada tiap-tiap tingkatan dapat diterima. Yang disinggung di sini adalah hanya orang-orang yang berikrar tobat tetapi daripada memperkuat ikrar mereka dengan mengadakan perubahan sejati dan nyata dalam kehidupan mereka sebenarnya, mereka malah bertambah dalam kekafiran mereka."
438,2,"Untuk mencapai keimanan sejati, yang merupakan inti segala kebajikan yang sempurna dan merupakan bentuk tertinggi kebaikan, orang harus siap-sedia mengorbankan segala sesuatu yang disayanginya. Taraf tertinggi kebajikan yang sempurna dapat dicapai hanya dengan membelanjakan di jalan Allah apa-apa yang paling dicintainya. Akhlak luhur (Birr) tidak dapat dicapai tanpa menyerap jiwa pengorbanan yang sebenarnya."
439,2,"Makanan-makanan tertentu yang dipandang haram oleh orangorang Yahudi telah dihalalkan oleh agama Islam. Satu yang serupa itu ialah urat kerukut pada pangkal paha yang disebut dalam Kejadian 32:32. Nabi Yakub As menderita encok pangkal paha dan atas pertimbangan kesehatan, ia mencegah dirinya sendiri untuk makan urat kerukut (sciatic nerve). Itu adalah persoalan pribadinya, tetapi berpantang dari makan urat oleh Bani Israil dijadikan satu aturan hidup."
440,2,Nama Israil dianugerahkan kepada Yakub As dalam sebuah kasyaf (Kejadian 32:28).
441,2,"Dzālika mengisyaratkan kepada ungkapan pada ayat yang mendahuluinya. Mengatakan bahwa bagian makanan ini dan itu dilarang oleh Allah Swt padahal Tuhan tidak melarangnya, adalah sama dengan mengadaada kedustaan terhadap Allah Swt."
442,2,"Dengan mengatakan bahwa Nabi Ibrahim As senantiasa patuh kepada Allah Swt, ayat ini mengisyaratkan bahwa ia tidak melarang makan sesuatu makanan tertentu menurut kehendaknya sendiri seperti yang dilakukan oleh orang-orang Bani Israil. Ayat itu bermaksud mengatakan bahwa dengan perselisihan pendapat dengan Bani Israil dalam masalah ini, Islam tidak menentang cara dan sunnah nabi-nabi Allah, terutama yang berasal Nabi Ibrahim As."
443,2,"Bakkah adalah nama yang diberikan kepada lembah Mekah, huruf Mīm dari Mekah diubah menjadi Bā’. Dua huruf itu dapat saling bertukar seperti dalam Lāzim dan Lāzib. Di sini Al-Qur’an menarik perhatian kaum Ahlikitab kepada kenyataan sangat tuanya Ka‘bah, dengan maksud mengemukakan bahwa Mekah merupakan pusat agama Tuhan yang asli dan sejati; pusat-pusat yang dipilih oleh kaum Yahudi dan Kristen itu asal-usulnya jauh lebih muda."
444,2,"Sesudah menyinggung kesaksian sejarah mengenai Ka’bah, Al- Qur’an selanjutnya mengemukakan tiga sebab guna menunjukkan bahwa Ka‘bah berhak dipilih sebagai kiblat atau pusat agama Tuhan untuk selamalamanya: (a) Ibrahim As, Leluhur Agung itu, berdoa di sana; (b) Ka‘bah memberi keamanan dan perlindungan; (c) Ka‘bah akan tetap menjadi pusat, ke tempat itu manusia dari pelbagai negeri dan bermacam-macam bangsa akan datang menunaikan kewajiban ibadah haji."
445,2,"Syahīd berarti: orang yang memberikan penjelasan tentang apa yang disaksikannya; orang yang memiliki banyak ilmu; orang yang mati di jalan Allah. Bila dipakai mengenai Allah kata itu berarti, Dia Yang tidak ada sesuatu pun tersembunyi dari pengetahuan-Nya (Lane)."
446,2,"Artinya: “Kalian ingin supaya nampak ada kebengkokan dalam Islam,” atau “kalian mau memutarbalikkan ajarannya.” perintah-perintah Allah; (2) siapa saja yang mengadakan hubungan dengan Allah dan berpegang teguh kepada-Nya."
447,2,(1) Siapa saja yang menjaga diri dari dosa dengan jalan mengamalkan perintah-perintah Allah; (2) siapa saja yang mengadakan hubungan dengan Allah dan berpegang teguh kepada-Nya.
448,2,"Karena kedatangan maut (saat kematian) tidak diketahui, kita dapat berkeyakinan akan mati dalam keadaan berserah diri kepada Allah hanya bila diri kita senantiasa tetap dalam keadaan menyerahkan diri kepada-Nya. Jadi ungkapan itu mengandung arti bahwa kita harus senantiasa tetap patuh kepada Allah."
449,2,"Habl berarti, seutas tali atau pengikat yang dengan itu sebuah benda diikat atau dikencangkan; suatu ikatan, suatu perjanjian atau permufakatan; suatu kewajiban yang karenanya kita menjadi bertanggung jawab untuk keselamatan seseorang atau suatu barang; persekutuan dan perlindungan (Lane). Rasulullah Saw diriwayatkan bersabda, “Kitab Allah itu tali Allah yang telah diulurkan dari langit ke bumi” (Jarir, IV 30)."
450,2,"Sangat sukar kita mendapatkan suatu kaum yang terpecah belah lebih dari orang-orang Arab sebelum datangnya Rasulullah Saw di tengah mereka, tetapi dalam pada itu sejarah umat manusia tidak dapat mengemukakan satu contoh pun ikatan persaudaraan penuh cinta yang menjadikan orang-orang Arab telah bersatu-padu, berkat ajaran dan teladan luhur lagi mulia Junjungan Agung mereka."
451,2,"Kata-kata “di tepi jurang Api” berarti peperangan, saling membinasakan yang di dalam peperangan itu orang-orang Arab senantiasa terlibat dan menghabiskan kaum pria mereka."
452,2,"Al-Khair dalam kalimat ini artinya Islam, sebab ‘kebajikan’ pada umumnya tercakup dalam kata Ma‘rūf yang datang segera sesudah itu."
453,2,"Rasulullah Saw diriwayatkan bersabda, “Bila seseorang dari antaramu melihat suatu kejahatan, hendaklah melenyapkan kejahatan itu dengan tangannya. Bila ia tidak dapat melenyapkan dengan tangannya, maka ia hendaknya melarang dengan lidahnya. Bila ia tidak dapat berbuat hal itu juga, maka hendaknya paling tidak membenci di dalam hati, dan itulah iman yang paling lemah.”(Muslim)."
454,2,Ayat ini mengacu kepada perpecahan dan perselisihan-perselisihan di tengah-tengah para Ahlikitab untuk menyadarkan kaum Muslimin akan bahaya ketidakserasian dan ketidaksepakatan.
455,2,"Al-Qur’an telah menerangkan warna-warna “putih” dan “hitam” sebagai lambang, masing-masing untuk “kebahagiaan” dan “kesedihan” (QS.3: 107, 108; 75: 23-25; 80: 39-41). Bila seseorang melakukan perbuatan yang karenanya ia mendapat pujian, orang Arab mengatakan tentang dia: Ibyad da Wajhuhū, yakni wajah orang itu menjadi putih. Dan, bila ia melakukan suatu pekerjaan yang patut disesali, maka dikatakan tentang dia Iswadda Wajhuhū, yakni, wajahnya telah menjadi hitam."
456,2,"Ungkapan bil-Haqq (secara harfiah berarti “dengan kebenaran” dan diterjemahkan “berisi kebenaran”) berarti, pertama, bahwa tanda-tanda atau Ayat-ayat Tuhan itu penuh dengan kebenaran; kedua, tanda-tanda telah datang sebagai hak, bermakna kamu mempunyai hak untuk menerima; ketiga, itulah saat yang paling tepat Ayat-ayat itu diwahyukan. Lihat pula catatan nomor <a href='web+quran://quran.ahmadiyah.id/tafsir?id=364'>[364]</a>."
457,2,Ayat ini bukan saja mencanangkan bahwa kaum Muslimin itu bangsa yang terbaik – sungguh suatu proklamasi besar – melainkan menyebutkan pula sebab-sebabnya (1) Mereka telah dibangkitkan untuk kepentingan umat manusia seluruhnya; (2) telah menjadi kewajiban mereka menganjurkan berbuat kebaikan dan melarang berbuat keburukan serta beriman kepada Tuhan Yang Maha Esa. Kemuliaan kaum Muslimin bergantung pada dan ditentukan oleh kedua syarat itu.
458,2,"Ayat ini berisikan suatu nubuatan penting dan jauh jangkauannya mengenai orang-orang Yahudi, yaitu mereka ditakdirkan untuk selamalamanya menjadi sasaran kehinaan serta kerendahan dan hidup di bawah kekuasaan orang-orang lain. Sejarah kaum Yahudi semenjak zaman Rasulullah Saw sampai sekarang (pada waktu tafsir ini ditulis -Peny), mengandung bukti yang nyata tentang kebenaran nubuatan yang mengagumkan itu. Di semua negeri dan di segala zaman, tidak terkecuali di zaman kemajuan dan toleransi dewasa ini, orang-orang Yahudi pernah menjadi mangsa penindasan yang pahit dan pernah menderita berbagai macam penghinaan dan kerendahan. Berdirinya negara Israel hanyalah merupakan satu tahap sementara dalam sejarah agama Yahudi."
459,2,Kata-kata Ummatun Qā’imah dapat pula berarti: (1) suatu golongan atau kaum yang melaksanakan sepenuhnya dan sejujurnya kewajibankewajiban mereka; (2) suatu kaum yang bangun untuk salat pada bagianakhir malam. Kata-kata itu hanya merujuk kepada orang-orang Yahudi yang telah memeluk agama Islam.
460,2,"Islam bukan suatu agama kebangsaan atau suku bangsa. Barangsiapa memeluknya, tidak peduli dari masyarakat apa atau dari paham apa ia berasal, mendapat karunia yang sama dengan setiap pengikut lainnya agama itu, tentunya dengan syarat bahwa ia bertakwa. Tidak ada perlakuan yang berlatar belakang prasangka dikenakan kepada anggota-anggota suatu bangsa tertentu. Seorang Yahudi, dan demikian pula siapa pun, sesudah masuk Islam adalah sejajar dengan orang Muslim berbangsa Arab."
461,2,Gagasan yang melatarbelakangi ayat ini adalah usaha keras orangorang kafir terhadap Islam akan menimpa kembali kepada diri mereka sendiri. Apa pun yang diperbuat atau dibelanjakan mereka dengan tujuan merugikan kepentingan Islam hanya akan membawa kerugian kepada diri mereka sendiri.
462,2,Khabāl berarti: kerusakan baik yang berkenaan dengan badan atau pikiran atau pun perbuatan; kerugian atau kemerosotan; kehancuran atau kebinasaan; racun yang mematikan (Aqrab).
463,2,"Maksudnya, “Mereka berkeinginan melihat kamu ditimpa malapetaka atau kemalangan; binasa atau menjadi lemah dan tak berdaya; atau mereka menginginkan sekali melihat kamu tersesat dari jalan ketakwaan dan menempuh jalan durhaka.”"
464,2,Seperti ditunjang oleh konteksnya (letak kalimatnya) maka katakata “sementara mereka tidak percaya kepada kitab seluruhnya” atau katakata yang serupa harus dianggap ada setelah kata-kata “kamu beriman kepada Kitab seluruhnya.”
465,2,"Kata-kata: “Matilah kamu karena kemarahanmu,” ditujukan kepada orang-orang Yahudi yang memusuhi dan berusaha membinasakan Islam."
466,2,Allah Swt akan menggagalkan segala apa yang diperbuat mereka dan Dia akan membinasakan mereka. Oleh karena itu kaum Muslimin hendaknya tidak perlu takut kepada mereka. Segala tipu daya musuh-musuh Islam diketahui Allah dan Dia akan menggagalkan upaya mereka.
467,2,"Kata-kata itu mengisyaratkan kepada Perang Uhud. Guna menghapus noda hina dari kekalahan mereka di Perang Badar, kaum Quraisy Mekah pada tahun ketiga Hijrah berangkat menuju Medinah dengan laskar sebanyak 3000 prajurit berpengalaman dengan perlengkapan perang yang sangat baik. Berlawanan sekali dengan keinginan pribadi beliau sendiri, Rasulullah Saw berangkat dari Medinah untuk menghadapi musuh. Beliau disertai pasukan berjumlah 1000 prajurit, termasuk 300 pengikut ‘Abdullah bin Ubayy, seorang munafik terkenal yang kemudian meninggalkan laskar Islam. Pertempuran terjadi dekat Uhud."
468,2,"Dua golongan itu, yakni suku Banu Salmah dan Banu Haritsah, masing-masing berinduk kepada kaum Khazraj dan Aus (Bukhārī, Kitab al- Maghazi). Ayat ini menyatakan tidak benar mereka itu menampakkan sifat pengecut, melainkan setelah mereka melihat bahwa, dengan pengkhianatan 300 pengikut ‘Abdullāh, laskar Muslim yang kecil jumlahnya itu telah menjadi sangat berkurang lagi; mereka hanya hampir-hampir akan meninggalkan laskar Islam, tetapi pada kenyataannya mereka tidak berbuat demikian."
469,2,Badar adalah nama tempat yang terletak pada jalan antara Mekah dan Medinah. Nama itu dipakai sesuai dengan nama mata air yang dimiliki seorang yang bernama Badar. Perang Badar yang dimaksud di sini terjadi di dekat tempat itu.
470,2,"Bukan seperti yang disalah-pahami kata-kata ini tidak mengisyaratkan kepada Perang Badar sebagaimana secara sambil lalu telah disebut dalam ayat yang terdahulu untuk memberikan gambaran tentang cara bagaimana Allah Swt menolong orang-orang Muslim yang teguh dan tangguh itu dalam keadaan bahaya. Jumlah malaikat yang dikirimkan pada Perang Badar menurut ayat QS.8:10, ada seribu (dan bukan 3000), sama dengan jumlah musuh pada saat itu. Pada Perang Uhud jumlah musuh 3000, maka kaum Muslimin dijanjikan pula bantuan 3000 malaikat. Sempurnanya janji ini disebut dalam ayat QS.3:153."
471,2,"Kata Balā menyatakan hubungan antara ayat-ayat itu dan memberi jawaban terhadap pertanyaan pada ayat QS.3:125, yaitu: “apakah tidak cukup bagimu?” Dengan demikian artinya adalah: “Ya, memang akan memadai bagi kami, dan demikian pula akan memadai 5000 pasukan malaikat jika musuh akan kembali menyerang pada saat itu pula.”"
472,2,"Kata-kata itu mengandung arti bahwa jika orang-orang kafir kembali menyerang dengan tiba-tiba tanpa memberi waktu sedikit pun kaum Muslimin untuk menghimpun kekuatan kembali, maka Allah Swt akan membantu mereka dengan 5000 malaikat. Perbedaan jumlah malaikat dalam ayat yang sebelumnya – bilangan yang disebut 3000 – disebabkan oleh keadaan kaum Muslimin yang kemudian telah menjadi sangat lemah. Pada saat itu mereka kehabisan tenaga dan menderita pukulan hebat dan oleh karena itu memerlukan pertolongan yang lebih besar. Sesudah berangkat agak jauh menuju arah ke Mekah, kaum Quraisy memutuskan untuk kembali dan menyerang lagi kaum Muslimin. Ketika Rasulullah Saw mengetahui hal itu keesokan harinya sesudah pertempuran, beliau segera memerintahkan berangkat dan mengatakan bahwa yang boleh ikut serta dengan beliau hanyalah para pengikut beliau yang telah ikut serta dalam Perang Uhud. Kaum Muslimin maju sampai Hamra al-Asad, satu tempat kira-kira delapan mil dari Medinah. Kaum Mekah begitu kecut hati oleh kemunculan Rasulullah Saw dan para pengikut beliau secara berani dan tak terduga itu, sehingga mereka mengambil keputusan untuk cepat-cepat mengundurkan diri ke Mekah. Hal itu disebabkan rasa takut yang telah ditimbulkan para malaikat dalam hati mereka. Jika tidak demikian, tidak ada alasan bagi mereka untuk melarikan diri dari hadapan kaum Muslim yang telah ditimpa kerugian begitu besar oleh mereka hanya sehari sebelumnya dan selain sangat berkurangnya dalam jumlah, juga sangat letih dan menderita cedera berat, akibat pertempuran pada hari sebelumnya."
473,2,Musawwimin berasal dari Sawwama. Orang mengatakan Sawwama ‘alaihim artinya: ia dengan tiba-tiba dan dengan dahsyat menggempur mereka dan menimbulkan kerugian besar di tengah-tengah mereka (Aqrab).
474,2,"Para malaikat membantu kaum Muslimin, yakni di satu pihak dengan meneguhkan hati mereka, dan di pihak lain dengan meresapi hati musuhmusuh dengan rasa gentar dan takut. Jika Allah Swt menghendaki, seorang malaikat pun cukup untuk menolong kaum Muslimin pada Perang Uhud, tetapi Allah Swt menjanjikan akan mengirimkan sebanyak lima ribu malaikat. Hal itu merupakan isyarat tersembunyi bahwa sejumlah besar kekuatan-alam bekerja menolong mereka. Baik dicatat sambil lalu, bahwa beberapa orang mukmin dan begitu pula beberapa orang kafir, menurut riwayat, sungguhsungguh telah melihat para malaikat dalam Perang Badar (Jarir, IV, 47). Lihat pula ayat QS.8:10."
475,2,"Ketika Rasulullah Saw mengetahui bahwa kaum Mekah sedang mempertimbangkan akan segera menyerang kembali Medinah, beliau bergerak untuk menghadang mereka. Kaum Mekah melarikan diri dengan kehinaan."
476,2,"Ada anggapan keliru bahwa ayat ini mengandung teguran terhadap Rasulullah Saw karena beliau telah berdoa kepada Allah Swt supaya Dia menghancurkan kaum Mekah. Di sini sama sekali tidak disebut-sebut tentang doa demikian, pula tidak ada suatu peristiwa apa pun yang mendesak beliau berdoa semacam itu. Pada hakikatnya, seorang nabi tidak pernah berdoa untuk kehancuran sesuatu kaum tanpa izin Allah. Ayat ini hanya dimaksudkan sebagai jawaban kepada mereka yang mengaitkan kekalahan kaum Muslimin di Uhud dengan kesalahan mereka meninggalkan kota dengan menyalahi nasihat orang-orang berpengalaman. Ayat ini mengatakan bahwa kekalahan sementara itu telah terjadi sesuai dengan hikmah luhur Allah Swt dan bahwa Rasulullah Saw tidak bersangkutpaut dengan kejadian itu. Salah satu hasil baik dari kekalahan itu adalah banyak orang kafir telah mendapat taufik masuk Islam, di antaranya Khalid r.a. yang termasyhur. Mereka melihat betapa Allah Swt telah menolong Rasulullah Saw pada saatsaat yang genting, dan betapa Dia telah memberikan perlindungan kepada beliau meskipun pada suatu saat, beliau tertinggal seorang diri di medan pertempuran."
477,2,"Kata-kata Ad’āfan Mudā’afah tidak dipakai sebagai anak kalimat yang membatasi arti riba sehingga membatasinya kepada jenis bunga uang tertentu. Kata-kata itu dipakai sebagai anak-kalimat penjelasan untuk mengisyaratkan kepada sifat yang melekat pada riba ialah bahwa riba itu terus-menerus bertambah besar. Penarikan bunga uang, meskipun sekarang disahkan oleh bangsa-bangsa Kristen, dulu dilarang oleh Nabi Musa As (Keluaran 22:25; Imamat 25:36, 37; Ulangan 23:19, 20). Ayat ini tidak berarti bahwa riba itu diizinkan dengan prosentase yang ringan dan hanya prosentase tinggi sajalah yang dilarang. Segala bentuk riba itu dilarang, baik ringan maupun secara berlebih-lebihan; dan kata- kata Ad’āfan Mudā’afah yang diterjemahkan “yang berlipatganda” telah ditambahkan hanya untuk merujuk kepada kelaziman yang berlaku di zaman Rasulullah Saw. Jadi, hanya batas ekstrim yang disebut di sini adalah sematamata untuk mengemukakan keburukannya, sebenarnya segala bentuk riba dilarang, seperti jelas dikatakan dalam ayat-ayat QS.2:276-281. Perintah larangan mengenai riba dinyatakan pada waktu membahas soal peperangan adalah mengandung arti yang mendalam. Dalam ayat QS.2:280 juga larangan penarikan riba itu telah disebut sehubungan dengan soal peperangan. Hal itu menunjukkan bahwa perang dan riba itu saling berkaitan antara satu sama lain – suatu kenyataan yang cukup terbukti dalam peperangan di zaman modern. Pada hakikatnya, riba adalah salah satu penyebab peperangan dan pula membantu memperpanjang peperangan."
478,2,"Dalam ayat QS.2: 276 pun larangan penarikan bunga diikuti oleh peringatan terhadap api. Jelas benar bahwa api peperanganlah yang terutama dimaksud di sini. Kata-kata “orang-orang kafir” di samping mengandung artian umum, di sini dapat juga diartikan mereka yang tidak menaati perintah Ilahi tentang riba."
479,2,‘Ard berarti: (1) harga atau nilai sesuatu benda dalam bentuk lain dari uang; (2) lebarnya; (3) luasnya (Aqrab).
479A,2,"Ayat ini merupakan jawaban kepada mereka, yang karena terpukau oleh keadaan sekeliling mereka dewasa ini, menyangka bahwa perdagangan atau perniagaan tidak dapat terselenggara tanpa riba. Ayat ini mengatakan bahwa dengan mengikuti ajaran Islam, kaum Muslimin dapat dan akan menikmati segala macam manfaat dan keuntungan. Ayat ini merupakan seruan kepada kaum Muslimin untuk mengikuti perintah dan peraturan Islam. Ayat ini berarti pula bahwa surga akan meliputi langit dan bumi, yakni, orangorang beriman akan berada di surga, baik dalam kehidupan ini maupun dalam kehidupan yang akan datang, di akhirat kelak. Suatu hadis yang terkenal menjelaskan keadaan surga dan neraka dengan sangat menarik hati. Ketika ditanya: “Jika surga meliputi langit dan bumi, lalu di manakah tempat neraka?” Rasulullah Saw balik bertanya: “Di manakah malam bila siang tiba?” (Katsīr). Menurut riwayat beliau bersabda pula bahwa ganjaran surga terkecil akan sebesar ruang antara langit dan bumi. Hal itu menunjukkan bahwa surga merupakan keadaan rohani dan bukan suatu tempat jasmani tertentu."
480,2,"Seseorang dikatakan melakukan sifat ‘Afw bila ia menghapuskan dari pikirannya, atau sama sekali melupakan dosa-dosa atau pelanggaranpelanggaran terhadapnya yang dilakukan oleh orang-orang lain. Bila dipakai bertalian dengan Tuhan maka artinya ialah bahwa Allah Swt bukan saja menghapuskan dosa, bahkan juga menghapuskan segala bekas dan nodanya."
481,2,"Ayat ini menyebutkan tiga tingkatan ‘Afw. Pada tahap pertama, seorang mukmin bila disakiti ia menekan atau mengekang kemarahannya. Pada tahap kedua, ia maju selangkah lagi dan memberi maaf dan ampunan tanpa syarat kepada si pelanggar. Pada tahap ketiga, ia bukan saja memberi ampunan sepenuhnya kepada si pelanggar, tetapi ia juga melakukan kebaikan tambahan kepadanya dan memberinya suatu anugerah. Ketiga tahap ini – menahan kemarahan, pengampunan, dan berbuat baik – telah dilukiskan dengan indah oleh suatu peristiwa dalam kehidupan Hadhrat Imam Hasan, putra Ali r.a. dan cucu Rasulullah Saw. Seorang budaknya pada sekali peristiwa membuat satu kesalahan. Hadhrat Imam Hasan sangat marah dan hampir akan menghukumnya. Seketika itu si budak membacakan bagian pertama ayat tersebut, yaitu: “Mereka yang menahan amarah.” Mendengar kata-kata tersebut Hadhrat Hasan menarik tangannya. Kemudian budak itu membacakan kata-kata “dan yang memaafkan manusia.” Mendengar perkataan itu Hadhrat Hasan dengan serta-merta memaafkannya. Budak itu kemudian membacakan, “dan Allah mencintai orang-orang yang berbuat kebajikan.” Oleh karena patuhnya kepada perintah Ilahi, hati Hadhrat Hasan sangat terharu dibuatnya sehingga beliau segera memerdekakan budak itu (Bayan, 1.366)."
482,2,"Bila orang-orang baik kebetulan membuat suatu kealpaan susila, mereka tidak berupaya mengabsahkan perbuatan mereka itu tetapi dengan terus terang mengakui kesalahan mereka dan berusaha memperbaiki diri."
483,2,"Bila seseorang dengan sungguh-sungguh bertobat kepada Allah Swt setelah melakukan suatu dosa, dan juga dengan sungguh-sungguh menyesal atas amal buruknya ia bukan saja dimaafkan oleh-Nya, bahkan Allah Swt membimbingnya untuk mencari taraf-taraf kemajuan rohani lebih tinggi dan menjanjikan surga kepadanya."
484,2,"Sunan adalah jamak dari Sunnah, yang berarti: (1) cara, arahan atau tata tertib perilaku; (2) cara berbuat yang ditetapkan atau diikuti oleh suatu kaum dan ditiru oleh orang-orang lain sesudah mereka; (3) watak, kelakuan, sifat atau pembawaan; (4) hukum agama atau syariat (Tāj)."
485,2,"Kata pengganti Hādzā dapat diisyaratkan kepada Al-Qur’an atau kepada ayat yang baru mendahuluinya, atau kepada masalah tobat yang dibicarakan dalam ayat-ayat sebelumnya."
486,2,"In berarti: jika; tidak; sesungguhnya; oleh sebab; bila, dan sebagainya. (Lane)."
487,2,"Ayat ini menyandang asas yang sangat penting bagaimana suatu bangsa atau perseorangan dapat dan selalu perkasa. Kata-kata “Janganlah kamu merasa lemah” bertalian dengan bahaya yang bisa terjadi di hari depan, dan “jangan pula bersedih” bertalian dengan kesalahan-kesalahan dan kemalangan-kemalangan di masa lalu. Bangsa-bangsa hanya mundur dan jatuh bila mereka kurang menyadari kewajiban mereka dengan sungguhsungguh, maka mereka akan mulai lalai dalam upaya mereka, atau karena selalu menyesali masa lampau mereka, maka mereka akan menjadi berputus asa. Ayat ini memperingatkan terhadap kedua bahaya itu."
488,2,"Di tempat lain (QS.3: 166) dikatakan bahwa kaum Muslimin menimpakan cedera kepada orang-orang kafir dua kali lebih besar dari apa yang diderita oleh mereka sendiri. Ini mengisyaratkan kepada Perang Badar ketika tujuh puluh orang Mekah tewas dan tujuh puluh orang tertawan; jadi, seluruhnya berjumlah 140 orang. Pada Perang Uhud sebaliknya tujuh puluh orang Muslim gugur, tetapi tiada seorang pun tertawan. Jadi, kaum Muslimin telah menimpakan cedera kepada orang-orang kafir dua kali lipat dalam Perang Badar, jika dibandingkan dengan cedera mereka sendiri pada Perang Uhud. Tetapi, jika kita memperhatikan yang terbunuh dalam kedua pertempuran tersebut jumlahnya sama maka kerugian kaum Muslimin dan orang-orang kafir yang dibicarakan dalam ayat ini sama. Atau, ayat ini dapat dianggap menunjuk kepada sifat atau peri keadaan kemalangan yang serupa dalam dua kejadian tersebut. Dalam hal itu, ayat 166 di bawah dapat dipandang mengisyaratkan kepada kammiat (kuantitas) dan ayat ini kepada kaifiat (kualitas) kerugian itu."
488A,2,"Maksudnya, “hari-hari kebahagiaan” atau “hari-hari kemalangan.”"
489,2,"Tuhan Yang Maha Mengetahui tidak perlu menambah ilmu-Nya. Yang dimaksud di sini hanyalah perbuatan yang membedakan antara dua hal. Ilmu Ilahi itu terdiri atas dua macam. Ilmu yang pertama adalah pengetahuan tentang sesuatu sebelum terjadi, dan yang kedua adalah pengetahuan bilamana dan ketika hal itu benar-benar terjadi. Di sini yang dimaksudkan ialah ilmu dari ragam yang terakhir."
490,2,Orang-orang mukmin memberi persaksian mengenai kebenaran Islam dengan keteguhan mereka dan dengan contoh mulia yang diperlihatkan mereka di dalam masa cobaan.
491,2,"Kemalangan yang diderita kaum Muslimin di Uhud berhikmah semacam penebusan terhadap kealpaan mereka. Di samping itu pertempuran tersebut memberi kesadaran kepada orang-orang kafir bahwa Islam itu agama milik Tuhan Pribadi. Justru orang-orang Mekah, yang memainkan peranan penting dalam melawan Islam pada perang itu, masuk Islam, tidak lama berselang sesudah perang itu. Islam telah menaklukkan hati mereka dengan “membinasakan” kekufuran mereka."
492,2,Percobaan dan kemalanganlah yang menguji watak seseorang; dan tiada kemajuan atau pensucian rohani tanpa percobaan dan kemalangan.
493,2,"Kata “maut” di sini alih-alih kata perang, sebab akibat perang ialah kematian. Perang seolah-olah berarti kematian bagi kaum Muslimin yang sangat lemah keadaannya, baik dalam perlengkapan maupun dalam jumlah ketimbang musuh mereka yang perkasa itu. Dalam Perang Uhud Rasulullah Saw menyarankan agar menghadapi musuh di dalam kota Medinah. Tetapi beberapa sahabat, terutama mereka yang tidak ikut serta dalam Perang Badar; berkata “Sudah lama kami mengharap-harap giliran hari semacam ini. Marilah kita berangkat menghadapi musuh, jangan-jangan mereka menyangka kita pengecut” (Zurqāni, i.22). Keinginan kaum Muslimin inilah yang diacu dalam kata-kata, sesungguhnya kamu pernah menginginkan maut itu."
